# Frequency [Hz]	1 sigma PI curve
2.000000000000000000e+01 1.711953999999999872e-07
2.003125000000000000e+01 1.685433999999999976e-07
2.006250000000000000e+01 1.659364000000000061e-07
2.009375000000000000e+01 1.633736999999999881e-07
2.012500000000000000e+01 1.608545000000000061e-07
2.015625000000000000e+01 1.583779999999999905e-07
2.018750000000000000e+01 1.559433000000000118e-07
2.021875000000000000e+01 1.535498000000000109e-07
2.025000000000000000e+01 1.511965000000000132e-07
2.028125000000000000e+01 1.488829999999999972e-07
2.031250000000000000e+01 1.466081999999999959e-07
2.034375000000000000e+01 1.443716999999999877e-07
2.037500000000000000e+01 1.421725999999999902e-07
2.040625000000000000e+01 1.400102999999999974e-07
2.043750000000000000e+01 1.378842000000000033e-07
2.046875000000000000e+01 1.357934999999999910e-07
2.050000000000000000e+01 1.337376000000000077e-07
2.053125000000000000e+01 1.317158999999999943e-07
2.056250000000000000e+01 1.297277999999999978e-07
2.059375000000000000e+01 1.277725999999999936e-07
2.062500000000000000e+01 1.258497999999999944e-07
2.065625000000000000e+01 1.239587999999999943e-07
2.068750000000000000e+01 1.220989999999999871e-07
2.071875000000000000e+01 1.202697999999999935e-07
2.075000000000000000e+01 1.184708000000000049e-07
2.078125000000000000e+01 1.167012000000000048e-07
2.081250000000000000e+01 1.149607999999999953e-07
2.084375000000000000e+01 1.132487999999999996e-07
2.087500000000000000e+01 1.115647999999999959e-07
2.090625000000000000e+01 1.099084000000000023e-07
2.093750000000000000e+01 1.082788999999999943e-07
2.096875000000000000e+01 1.066759999999999952e-07
2.100000000000000000e+01 1.050992000000000045e-07
2.103125000000000000e+01 1.035479000000000030e-07
2.106250000000000000e+01 1.020218000000000010e-07
2.109375000000000000e+01 1.005203999999999979e-07
2.112500000000000000e+01 9.904326999999999562e-08
2.115625000000000000e+01 9.758997999999999597e-08
2.118750000000000000e+01 9.616011999999999405e-08
2.121875000000000000e+01 9.475327000000000154e-08
2.125000000000000000e+01 9.336902000000000024e-08
2.128125000000000000e+01 9.200699000000000138e-08
2.131250000000000000e+01 9.066677999999999656e-08
2.134375000000000000e+01 8.934800999999999698e-08
2.137500000000000000e+01 8.805031999999999378e-08
2.140625000000000000e+01 8.677332000000000161e-08
2.143750000000000000e+01 8.551667000000000471e-08
2.146875000000000000e+01 8.428000999999999422e-08
2.150000000000000000e+01 8.306298999999999752e-08
2.153125000000000000e+01 8.186526999999999889e-08
2.156250000000000000e+01 8.068653000000000220e-08
2.159375000000000000e+01 7.952643000000000493e-08
2.162500000000000000e+01 7.838464000000000116e-08
2.165625000000000000e+01 7.726086999999999771e-08
2.168750000000000000e+01 7.615479000000000188e-08
2.171875000000000000e+01 7.506610999999999401e-08
2.175000000000000000e+01 7.399452000000000103e-08
2.178125000000000000e+01 7.293973000000000326e-08
2.181250000000000000e+01 7.190146000000000412e-08
2.184375000000000000e+01 7.087941999999999717e-08
2.187500000000000000e+01 6.987335000000000542e-08
2.190625000000000000e+01 6.888294999999999941e-08
2.193750000000000000e+01 6.790797999999999528e-08
2.196875000000000000e+01 6.694817000000000622e-08
2.200000000000000000e+01 6.600325000000000573e-08
2.203125000000000000e+01 6.507299000000000650e-08
2.206250000000000000e+01 6.415713000000000508e-08
2.209375000000000000e+01 6.325543000000000435e-08
2.212500000000000000e+01 6.236764999999999400e-08
2.215625000000000000e+01 6.149355000000000340e-08
2.218750000000000000e+01 6.063291000000000212e-08
2.221875000000000000e+01 5.978550999999999945e-08
2.225000000000000000e+01 5.895110999999999827e-08
2.228125000000000000e+01 5.812951000000000103e-08
2.231250000000000000e+01 5.732048000000000057e-08
2.234375000000000000e+01 5.652381999999999931e-08
2.237500000000000000e+01 5.573932999999999967e-08
2.240625000000000000e+01 5.496678999999999771e-08
2.243750000000000000e+01 5.420602000000000220e-08
2.246875000000000000e+01 5.345680999999999916e-08
2.250000000000000000e+01 5.271897999999999738e-08
2.253125000000000000e+01 5.199232999999999927e-08
2.256250000000000000e+01 5.127668999999999698e-08
2.259375000000000000e+01 5.057185999999999952e-08
2.262500000000000000e+01 4.987768000000000224e-08
2.265625000000000000e+01 4.919397000000000068e-08
2.268750000000000000e+01 4.852054999999999702e-08
2.271875000000000000e+01 4.785725999999999982e-08
2.275000000000000000e+01 4.720393000000000121e-08
2.278125000000000000e+01 4.656038999999999993e-08
2.281250000000000000e+01 4.592649999999999769e-08
2.284375000000000000e+01 4.530208000000000327e-08
2.287500000000000000e+01 4.468698999999999852e-08
2.290625000000000000e+01 4.408108000000000180e-08
2.293750000000000000e+01 4.348419000000000181e-08
2.296875000000000000e+01 4.289616999999999705e-08
2.300000000000000000e+01 4.231688999999999903e-08
2.303125000000000000e+01 4.174621000000000281e-08
2.306250000000000000e+01 4.118562000000000031e-08
2.309375000000000000e+01 4.065002999999999968e-08
2.312500000000000000e+01 4.012211999999999876e-08
2.315625000000000000e+01 3.960176000000000243e-08
2.318750000000000000e+01 3.908882999999999891e-08
2.321875000000000000e+01 3.859560000000000184e-08
2.325000000000000000e+01 3.811411999999999825e-08
2.328125000000000000e+01 3.763928999999999690e-08
2.331250000000000000e+01 3.717100000000000244e-08
2.334375000000000000e+01 3.670989000000000050e-08
2.337500000000000000e+01 3.627055000000000313e-08
2.340625000000000000e+01 3.583703999999999808e-08
2.343750000000000000e+01 3.540927999999999955e-08
2.346875000000000000e+01 3.498719000000000189e-08
2.350000000000000000e+01 3.457153000000000252e-08
2.353125000000000000e+01 3.417565000000000202e-08
2.356250000000000000e+01 3.378482000000000328e-08
2.359375000000000000e+01 3.339896000000000064e-08
2.362500000000000000e+01 3.301801999999999803e-08
2.365625000000000000e+01 3.264190999999999983e-08
2.368750000000000000e+01 3.228075000000000270e-08
2.371875000000000000e+01 3.192803999999999928e-08
2.375000000000000000e+01 3.157962999999999675e-08
2.378125000000000000e+01 3.123548000000000224e-08
2.381250000000000000e+01 3.089553000000000322e-08
2.384375000000000000e+01 3.055970999999999724e-08
2.387500000000000000e+01 3.024111999999999783e-08
2.390625000000000000e+01 2.992630999999999899e-08
2.393750000000000000e+01 2.961518999999999852e-08
2.396875000000000000e+01 2.930770000000000044e-08
2.400000000000000000e+01 2.900379999999999863e-08
2.403125000000000000e+01 2.870344000000000030e-08
2.406250000000000000e+01 2.841714000000000057e-08
2.409375000000000000e+01 2.813578000000000063e-08
2.412500000000000000e+01 2.785756999999999896e-08
2.415625000000000000e+01 2.758246999999999936e-08
2.418750000000000000e+01 2.731042999999999913e-08
2.421875000000000000e+01 2.704141999999999863e-08
2.425000000000000000e+01 2.677844000000000126e-08
2.428125000000000000e+01 2.652672999999999986e-08
2.431250000000000000e+01 2.627770999999999900e-08
2.434375000000000000e+01 2.603133999999999916e-08
2.437500000000000000e+01 2.578759000000000070e-08
2.440625000000000000e+01 2.554643000000000067e-08
